400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforDecember 15, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY231215P00205000 2023-01-23 1:58PM EST 205.00 1.19 0.72 1.67 0.00 - 264 3,568 40.17%
SPY231215P00210000 2023-01-24 3:29PM EST 210.00 1.31 1.26 1.37 -0.08 -5.76% 226 10,495 37.51%
SPY231215P00215000 2023-01-23 2:38PM EST 215.00 1.45 0.88 1.88 0.00 - 239 923 38.51%
SPY231215P00220000 2023-01-24 11:16AM EST 220.00 1.56 0.98 1.53 +0.04 +2.63% 3 12,065 35.84%
SPY231215P00225000 2023-01-24 9:49AM EST 225.00 1.68 1.08 2.12 +0.06 +3.70% 43 1,439 36.93%
SPY231215P00230000 2023-01-23 1:42PM EST 230.00 1.76 1.19 2.25 0.00 - 208 1,097 36.16%
SPY231215P00235000 2023-01-23 2:35PM EST 235.00 1.92 1.31 2.40 0.00 - 200 1,312 35.43%
SPY231215P00240000 2023-01-24 1:11PM EST 240.00 2.05 1.70 2.55 -0.12 -5.53% 3 17,348 34.69%
SPY231215P00245000 2023-01-24 2:05PM EST 245.00 2.21 2.00 2.71 -0.13 -5.56% 1 578 33.96%
SPY231215P00250000 2023-01-24 3:47PM EST 250.00 2.37 2.18 2.72 -0.15 -5.95% 34 5,707 32.82%
SPY231215P00255000 2023-01-24 9:51AM EST 255.00 2.64 1.99 3.05 -0.07 -2.58% 120 2,662 32.50%
SPY231215P00260000 2023-01-23 3:45PM EST 260.00 2.92 2.16 3.28 0.00 - 179 1,468 31.89%
SPY231215P00265000 2023-01-24 2:05PM EST 265.00 2.99 2.80 3.49 -0.16 -5.08% 9 1,650 31.21%
SPY231215P00270000 2023-01-24 2:25PM EST 270.00 3.24 2.60 3.74 -0.14 -4.14% 1 1,898 30.59%
SPY231215P00275000 2023-01-24 9:53AM EST 275.00 3.62 2.85 3.97 -0.03 -0.82% 2 5,611 29.90%
SPY231215P00280000 2023-01-24 3:50PM EST 280.00 3.77 3.13 3.72 -0.13 -3.33% 218 2,540 28.28%
SPY231215P00285000 2023-01-24 1:54PM EST 285.00 4.01 3.33 4.58 -0.27 -6.31% 1 2,386 28.73%
SPY231215P00290000 2023-01-24 3:50PM EST 290.00 4.43 4.09 4.92 -0.18 -3.90% 2 7,634 28.16%
SPY231215P00295000 2023-01-23 3:11PM EST 295.00 5.00 4.00 5.28 0.00 - 179 20,444 27.58%
SPY231215P00300000 2023-01-24 2:45PM EST 300.00 5.10 5.00 5.20 -0.21 -3.95% 118 27,848 26.32%
SPY231215P00305000 2023-01-24 2:55PM EST 305.00 5.50 5.20 6.11 -0.33 -5.66% 4 2,460 26.48%
