400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforMay 19, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230519P00365000 2023-01-24 3:57PM EST 365.00 5.80 5.56 5.69 -0.29 -4.76% 54 1,454 21.16%
SPY230519P00366000 2023-01-24 12:01PM EST 366.00 6.23 5.72 5.84 +0.13 +2.13% 32 332 21.02%
SPY230519P00367000 2023-01-24 3:02PM EST 367.00 5.92 5.88 6.00 -0.74 -11.11% 82 1,178 20.89%
SPY230519P00368000 2023-01-24 12:59PM EST 368.00 6.36 6.03 6.17 -0.25 -3.78% 17 391 20.76%
SPY230519P00369000 2023-01-24 3:40PM EST 369.00 6.54 6.21 6.34 -0.09 -1.36% 8 126 20.63%
SPY230519P00370000 2023-01-24 4:09PM EST 370.00 6.38 6.38 6.51 -0.55 -7.94% 211 2,644 20.49%
SPY230519P00371000 2023-01-24 2:06PM EST 371.00 6.81 6.55 6.69 -0.29 -4.08% 4 503 20.37%
SPY230519P00372000 2023-01-23 3:37PM EST 372.00 7.50 6.74 6.87 0.00 - 316 744 20.23%
SPY230519P00373000 2023-01-24 3:26PM EST 373.00 7.15 6.93 7.06 -0.22 -2.99% 1 493 20.10%
SPY230519P00374000 2023-01-24 3:16PM EST 374.00 7.35 7.12 7.26 -0.73 -9.03% 2,008 128 19.97%
SPY230519P00375000 2023-01-24 3:55PM EST 375.00 7.60 7.32 7.46 -0.71 -8.54% 143 3,997 19.84%
SPY230519P00376000 2023-01-24 1:43PM EST 376.00 7.57 7.51 7.66 -0.48 -5.96% 3 217 19.70%
SPY230519P00377000 2023-01-23 11:10AM EST 377.00 8.19 7.72 7.87 0.00 - 141 238 19.57%
SPY230519P00378000 2023-01-24 1:08PM EST 378.00 8.39 7.93 8.08 -0.01 -0.12% 15 205 19.43%
SPY230519P00379000 2023-01-24 3:40PM EST 379.00 8.56 8.15 8.30 -0.17 -1.95% 18 501 19.29%
SPY230519P00380000 2023-01-24 4:02PM EST 380.00 8.36 8.38 8.53 -0.69 -7.62% 1,382 5,573 19.17%
SPY230519P00381000 2023-01-24 1:44PM EST 381.00 8.70 8.61 8.77 -0.42 -4.61% 151 361 19.04%
SPY230519P00382000 2023-01-24 3:42PM EST 382.00 9.38 8.84 8.99 -0.37 -3.79% 102 499 18.88%
SPY230519P00383000 2023-01-24 3:42PM EST 383.00 9.65 9.09 9.23 +0.24 +2.55% 33 159 18.74%
SPY230519P00384000 2023-01-24 3:41PM EST 384.00 9.92 9.32 9.48 -0.01 -0.10% 140 50 18.60%
SPY230519P00385000 2023-01-24 4:04PM EST 385.00 9.53 9.58 9.73 -0.71 -6.93% 227 1,457 18.45%
SPY230519P00386000 2023-01-24 3:42PM EST 386.00 10.50 9.84 9.99 -0.32 -2.96% 439 491 18.31%
SPY230519P00387000 2023-01-24 4:01PM EST 387.00 10.11 10.11 10.26 -0.63 -5.87% 75 10,097 18.17%
SPY230519P00388000 2023-01-23 1:13PM EST 388.00 10.74 10.38 10.54 0.00 - 33 440 18.03%
SPY230519P00389000 2023-01-24 3:10PM EST 389.00 10.88 10.67 10.82 -0.99 -8.34% 9 380 17.89%
