400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforJune 21, 2024
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY240621P00290000 2023-01-18 1:37PM EST 290.00 8.50 5.87 8.19 0.00 - 1 790 26.23%
SPY240621P00295000 2023-01-06 2:14PM EST 295.00 10.05 6.37 8.72 0.00 - 4 745 25.76%
SPY240621P00300000 2023-01-23 3:28PM EST 300.00 8.50 7.50 9.30 0.00 - 186 5,544 25.32%
SPY240621P00305000 2023-01-12 10:29AM EST 305.00 10.00 7.47 9.91 0.00 - 1 193 24.88%
SPY240621P00310000 2023-01-23 10:08AM EST 310.00 10.10 8.50 10.57 0.00 - 2 1,439 24.46%
SPY240621P00315000 2023-01-23 11:31AM EST 315.00 10.45 8.72 11.27 0.00 - 1 2,171 24.03%
SPY240621P00320000 2023-01-24 2:25PM EST 320.00 10.85 9.42 11.00 -0.45 -3.98% 26 1,222 22.77%
SPY240621P00325000 2023-01-24 12:53PM EST 325.00 11.67 10.15 12.50 -0.30 -2.51% 2 2,836 22.96%
SPY240621P00330000 2023-01-24 11:59AM EST 330.00 12.30 10.94 13.65 -0.30 -2.38% 1 1,043 22.79%
SPY240621P00335000 2023-01-23 11:52AM EST 335.00 13.62 11.77 14.55 0.00 - 78 948 22.39%
SPY240621P00340000 2023-01-24 10:35AM EST 340.00 14.71 12.65 15.00 +0.14 +0.96% 3 2,546 21.63%
SPY240621P00345000 2023-01-24 10:15AM EST 345.00 15.96 13.58 16.51 +0.76 +5.00% 1 1,255 21.59%
SPY240621P00350000 2023-01-24 4:02PM EST 350.00 16.00 14.57 17.57 -0.72 -4.31% 8 1,529 21.18%
SPY240621P00355000 2023-01-24 11:16AM EST 355.00 17.68 15.62 18.69 +0.18 +1.03% 1 517 20.77%
SPY240621P00360000 2023-01-24 12:51PM EST 360.00 18.76 16.72 19.88 -2.12 -10.15% 6 3,049 20.37%
SPY240621P00365000 2023-01-23 3:59PM EST 365.00 20.15 19.00 21.13 0.00 - 1,413 10,157 19.96%
SPY240621P00370000 2023-01-23 11:32AM EST 370.00 21.73 20.50 22.44 0.00 - 23 6,009 19.55%
SPY240621P00375000 2023-01-23 2:41PM EST 375.00 23.03 22.00 23.83 0.00 - 79 2,341 19.13%
SPY240621P00380000 2023-01-24 4:03PM EST 380.00 23.19 21.77 25.28 -1.58 -6.38% 83 5,794 18.71%
SPY240621P00385000 2023-01-24 4:02PM EST 385.00 25.00 23.21 26.81 -1.05 -4.03% 328 5,691 18.27%
SPY240621P00390000 2023-01-24 4:01PM EST 390.00 26.50 24.72 28.42 -0.79 -2.89% 90 6,726 17.84%
SPY240621P00395000 2023-01-24 1:41PM EST 395.00 28.50 28.00 30.11 -1.51 -5.03% 58 6,121 17.39%
SPY240621P00400000 2023-01-24 3:57PM EST 400.00 30.45 29.58 31.88 -0.55 -1.77% 180 9,289 16.93%
SPY240621P00405000 2023-01-24 3:15PM EST 405.00 32.52 29.76 33.75 +0.67 +2.10% 4 2,073 16.46%
SPY240621P00410000 2023-01-23 10:00AM EST 410.00 35.60 31.64 35.72 0.00 - 1 4,638 15.98%
SPY240621P00415000 2023-01-23 2:42PM EST 415.00 38.08 33.62 37.80 0.00 - 9 942 15.49%
SPY240621P00420000 2023-01-23 10:31AM EST 420.00 38.19 35.73 40.00 0.00 - 2 508 15.00%
SPY240621P00425000 2023-01-23 2:12PM EST 425.00 40.50 37.97 42.35 0.00 - 10 659 14.50%
SPY240621P00430000 2022-12-27 3:30PM EST 430.00 58.75 40.36 44.84 0.00 - 1 587 13.99%
SPY240621P00435000 2023-01-12 10:38AM EST 435.00 50.24 42.92 47.49 0.00 - 13 139 13.47%
SPY240621P00440000 2023-01-17 9:34AM EST 440.00 52.00 45.67 50.33 0.00 - 1 159 12.96%
SPY240621P00445000 2023-01-05 12:57PM EST 445.00 69.35 50.21 53.37 0.00 - 1 76 12.45%
SPY240621P00450000 2023-01-24 11:48AM EST 450.00 55.11 51.76 56.50 -0.14 -0.25% 1 27 11.86%
SPY240621P00455000 2022-12-27 9:45AM EST 455.00 75.89 55.15 60.00 0.00 - 35 60 11.37%
SPY240621P00460000 2022-12-29 9:57AM EST 460.00 80.00 58.83 63.50 0.00 - 3 12 10.70%
SPY240621P00465000 2023-01-23 10:48AM EST 465.00 66.88 62.78 67.50 0.00 - 1 15 10.27%
SPY240621P00470000 2022-12-29 9:57AM EST 470.00 88.60 67.00 71.99 0.00 - 4 5 10.20%
SPY240621P00475000 2022-12-12 2:10PM EST 475.00 82.70 77.50 82.50 0.00 - 2 0 15.63%
SPY240621P00480000 2022-12-23 9:47AM EST 480.00 101.20 82.00 86.79 0.00 - 4 1 15.66%
SPY240621P00485000 2022-11-17 10:51AM EST 485.00 96.50 97.00 107.00 0.00 - 1 1 26.18%
SPY240621P00490000 2022-11-14 9:34AM EST 490.00 96.00 86.00 91.00 0.00 - 1 2 10.60%
SPY240621P00495000 2022-12-20 9:48AM EST 495.00 117.00 103.31 107.44 0.00 - 1 1 21.43%
SPY240621P00500000 2022-12-15 10:20AM EST 500.00 110.50 97.00 106.99 0.00 - 2 2 17.95%
SPY240621P00505000 2022-12-19 9:36AM EST 505.00 119.50 111.07 116.00 0.00 - 1 0 21.53%
SPY240621P00510000 2022-12-19 9:32AM EST 510.00 127.01 116.07 121.00 0.00 - 4 0 22.06%
SPY240621P00515000 2022-12-19 9:31AM EST 515.00 130.68 121.07 126.00 0.00 - 1 0 22.58%
SPY240621P00520000 2022-12-19 9:31AM EST 520.00 136.82 126.07 131.00 0.00 - 1 0 23.09%
SPY240621P00525000 2022-12-19 9:30AM EST 525.00 140.18 131.07 136.00 0.00 - 1 0 23.60%
SPY240621P00530000 2022-12-19 9:30AM EST 530.00 145.02 136.07 141.00 0.00 - 2 0 24.09%
SPY240621P00545000 2022-08-26 2:54PM EST 545.00 139.50 175.37 178.76 0.00 - 1 0 40.08%
SPY240621P00550000 2023-01-23 10:10AM EST 550.00 151.78 146.52 151.50 0.00 - 1 10 16.09%
SPY240621P00555000 2022-09-12 2:01PM EST 555.00 148.28 194.00 198.50 0.00 - - 1 46.65%
SPY240621P00560000 2022-10-13 10:28AM EST 560.00 200.06 159.00 164.00 0.00 - 1 0 20.38%
SPY240621P00570000 2023-01-11 10:48AM EST 570.00 180.00 166.52 171.50 0.00 - 1 0 17.47%
SPY240621P00575000 2022-11-21 10:30AM EST 575.00 181.45 186.00 191.00 0.00 - - 0 31.94%
SPY240621P00580000 2022-11-21 10:44AM EST 580.00 186.52 191.00 196.00 0.00 - 3 0 32.38%
SPY240621P00585000 2022-11-21 10:02AM EST 585.00 189.63 196.50 201.50 0.00 - - 0 33.17%
SPY240621P00590000 2022-11-21 10:30AM EST 590.00 196.22 201.00 206.00 0.00 - - 0 33.25%
SPY240621P00595000 2022-11-21 10:13AM EST 595.00 200.22 206.00 211.00 0.00 - - 0 33.67%
SPY240621P00600000 2022-11-21 10:04AM EST 600.00 205.25 211.00 216.00 0.00 - 1 0 34.09%
SPY240621P00605000 2022-11-21 10:06AM EST 605.00 210.00 216.00 221.00 0.00 - - 0 34.51%
SPY240621P00610000 2022-09-16 1:12PM EST 610.00 226.24 249.50 254.50 0.00 - - 0 51.22%
