400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforApril 21, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230421P00340000 2023-01-24 4:08PM EST 340.00 1.90 1.90 1.96 -0.21 -9.95% 5,500 16,886 25.21%
SPY230421P00345000 2023-01-24 4:04PM EST 345.00 2.21 2.20 2.27 -0.22 -9.05% 87 36,221 24.45%
SPY230421P00350000 2023-01-24 4:09PM EST 350.00 2.57 2.56 2.64 -0.29 -10.14% 2,121 28,255 23.70%
SPY230421P00355000 2023-01-24 4:01PM EST 355.00 3.01 2.99 3.08 -0.25 -7.67% 5,166 11,447 22.97%
SPY230421P00360000 2023-01-24 4:07PM EST 360.00 3.51 3.50 3.60 -0.37 -9.54% 2,547 37,950 22.25%
SPY230421P00361000 2023-01-24 1:51PM EST 361.00 3.65 3.62 3.71 -0.26 -6.65% 33 251 22.10%
SPY230421P00362000 2023-01-24 12:01PM EST 362.00 4.10 3.73 3.83 +0.18 +4.59% 3 21 21.96%
SPY230421P00363000 2023-01-24 3:16PM EST 363.00 3.99 3.85 3.95 -0.41 -9.32% 97 2 21.81%
SPY230421P00364000 2023-01-24 3:06PM EST 364.00 4.08 3.98 4.08 -0.37 -8.31% 54 114 21.67%
SPY230421P00365000 2023-01-24 3:57PM EST 365.00 4.29 4.10 4.21 -0.25 -5.51% 160 53,842 21.53%
SPY230421P00366000 2023-01-24 12:18PM EST 366.00 4.49 4.24 4.34 -0.30 -6.26% 2 6 21.38%
SPY230421P00367000 2023-01-24 1:57PM EST 367.00 4.41 4.38 4.48 -0.15 -3.29% 40 11 21.23%
SPY230421P00368000 2023-01-24 1:43PM EST 368.00 4.54 4.52 4.62 -0.56 -10.98% 57 71 21.09%
SPY230421P00369000 2023-01-24 3:02PM EST 369.00 4.72 4.67 4.77 -0.51 -9.75% 23 298 20.95%
SPY230421P00370000 2023-01-24 4:07PM EST 370.00 4.81 4.82 4.92 -0.43 -8.21% 1,041 27,551 20.80%
SPY230421P00371000 2023-01-24 4:01PM EST 371.00 4.98 4.98 5.08 -0.22 -4.23% 15 8 20.66%
SPY230421P00372000 2023-01-24 3:40PM EST 372.00 5.50 5.14 5.24 +0.04 +0.73% 33 255 20.51%
SPY230421P00373000 2023-01-24 1:39PM EST 373.00 5.47 5.31 5.41 -0.44 -7.45% 149 49 20.37%
SPY230421P00374000 2023-01-24 11:59AM EST 374.00 5.93 5.48 5.59 -0.32 -5.12% 37 19 20.23%
SPY230421P00375000 2023-01-24 4:01PM EST 375.00 5.65 5.65 5.76 -0.59 -9.46% 2,825 29,867 20.07%
SPY230421P00376000 2023-01-24 3:41PM EST 376.00 6.25 5.84 5.95 -0.09 -1.42% 184 87 19.94%
SPY230421P00377000 2023-01-24 2:36PM EST 377.00 6.11 6.03 6.14 -0.13 -2.08% 40 100 19.79%
SPY230421P00378000 2023-01-24 3:06PM EST 378.00 6.31 6.22 6.33 -0.54 -7.88% 125 4,760 19.64%
SPY230421P00380000 2023-01-24 4:12PM EST 380.00 6.60 6.63 6.74 -0.61 -8.46% 1,832 47,932 19.34%
SPY230421P00381000 2023-01-24 1:00PM EST 381.00 7.27 6.84 6.95 +0.11 +1.54% 422 338 19.18%
SPY230421P00382000 2023-01-24 3:56PM EST 382.00 7.31 7.05 7.17 -0.59 -7.47% 939 278 19.03%
SPY230421P00383000 2023-01-24 3:59PM EST 383.00 7.52 7.28 7.40 -0.59 -7.27% 419 12 18.89%
SPY230421P00384000 2023-01-24 3:58PM EST 384.00 7.77 7.50 7.63 -0.80 -9.33% 315 465 18.73%
SPY230421P00385000 2023-01-24 4:13PM EST 385.00 7.87 7.75 7.87 -0.35 -4.26% 3,240 17,686 18.58%
SPY230421P00386000 2023-01-24 12:32PM EST 386.00 8.47 7.99 8.11 +0.11 +1.32% 198 64 18.41%
SPY230421P00387000 2023-01-24 2:16PM EST 387.00 8.52 8.24 8.37 -0.87 -9.27% 373 72 18.26%
SPY230421P00388000 2023-01-24 3:50PM EST 388.00 8.93 8.50 8.63 -0.15 -1.65% 853 277 18.10%
