400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforFebruary 3, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230203C00490000 2023-01-18 9:59AM EST 490.00 0.01 0.00 0.01 0.00 - 100 199 40.63%
SPY230203C00495000 2023-01-13 9:48AM EST 495.00 0.01 0.00 0.01 0.00 - - 1 42.19%
SPY230203C00500000 2023-01-23 9:30AM EST 500.00 0.01 0.00 0.01 0.00 - 10 395 43.75%
PutsforFebruary 3, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230203P00275000 2023-01-24 12:50PM EST 275.00 0.01 0.01 0.02 0.00 - 1 19,660 75.00%
SPY230203P00280000 2023-01-20 2:14PM EST 280.00 0.02 0.01 0.02 0.00 - 539 2,640 71.88%
SPY230203P00285000 2023-01-24 11:07AM EST 285.00 0.01 0.01 0.02 -0.01 -50.00% 5,020 813 68.75%
SPY230203P00290000 2023-01-24 2:31PM EST 290.00 0.01 0.01 0.02 -0.01 -50.00% 1,001 312 65.63%
SPY230203P00295000 2023-01-20 10:25AM EST 295.00 0.02 0.01 0.02 0.00 - 1 252 61.72%
SPY230203P00300000 2023-01-24 3:30PM EST 300.00 0.02 0.01 0.02 0.00 - 74 14,478 58.59%
SPY230203P00305000 2023-01-24 2:48PM EST 305.00 0.01 0.02 0.03 -0.01 -50.00% 16 24,877 58.59%
SPY230203P00310000 2023-01-24 1:19PM EST 310.00 0.02 0.02 0.03 0.00 - 504 7,329 55.08%
SPY230203P00315000 2023-01-24 1:33PM EST 315.00 0.02 0.02 0.03 -0.01 -33.33% 6 935 51.95%
SPY230203P00320000 2023-01-24 3:56PM EST 320.00 0.04 0.03 0.04 +0.01 +33.33% 3,003 46,579 50.59%
SPY230203P00325000 2023-01-24 4:04PM EST 325.00 0.04 0.03 0.04 +0.01 +33.33% 7,041 1,958 48.05%
SPY230203P00330000 2023-01-24 3:41PM EST 330.00 0.05 0.04 0.05 +0.01 +25.00% 13 2,142 46.09%
SPY230203P00335000 2023-01-24 3:55PM EST 335.00 0.05 0.05 0.06 0.00 - 11 23,634 43.75%
SPY230203P00340000 2023-01-24 3:57PM EST 340.00 0.06 0.05 0.07 0.00 - 175 9,548 41.21%
SPY230203P00341000 2023-01-24 9:38AM EST 341.00 0.06 0.06 0.07 0.00 - 29 1,235 40.53%
SPY230203P00342000 2023-01-24 3:39PM EST 342.00 0.06 0.06 0.07 -0.01 -14.29% 29 352 39.84%
SPY230203P00343000 2023-01-24 12:02PM EST 343.00 0.06 0.06 0.07 0.00 - 10 401 39.26%
SPY230203P00344000 2023-01-23 3:44PM EST 344.00 0.08 0.07 0.07 0.00 - 5 3,437 38.48%
SPY230203P00345000 2023-01-24 3:14PM EST 345.00 0.07 0.06 0.07 -0.01 -12.50% 344 11,401 37.89%
SPY230203P00346000 2023-01-24 12:03PM EST 346.00 0.07 0.07 0.08 -0.02 -22.22% 2 1,752 37.89%
SPY230203P00347000 2023-01-24 4:00PM EST 347.00 0.08 0.07 0.08 -0.04 -33.33% 2 972 37.21%
SPY230203P00348000 2023-01-23 9:46AM EST 348.00 0.09 0.07 0.08 0.00 - 1 331 36.52%
SPY230203P00349000 2023-01-24 12:03PM EST 349.00 0.08 0.07 0.09 -0.02 -20.00% 24 580 36.43%
SPY230203P00350000 2023-01-24 3:57PM EST 350.00 0.09 0.08 0.09 -0.01 -10.00% 376 9,520 35.74%
SPY230203P00351000 2023-01-24 1:31PM EST 351.00 0.08 0.08 0.09 -0.01 -11.11% 1 3,268 35.06%
SPY230203P00352000 2023-01-24 1:05PM EST 352.00 0.09 0.08 0.10 0.00 - 8 854 34.96%
SPY230203P00353000 2023-01-24 10:51AM EST 353.00 0.09 0.09 0.10 -0.01 -10.00% 4 716 34.28%
SPY230203P00354000 2023-01-24 11:02AM EST 354.00 0.09 0.09 0.10 -0.01 -10.00% 9 916 33.59%
SPY230203P00355000 2023-01-24 3:36PM EST 355.00 0.11 0.10 0.11 0.00 - 516 3,826 33.30%
SPY230203P00356000 2023-01-24 11:00AM EST 356.00 0.11 0.10 0.11 0.00 - 4 1,197 32.62%
SPY230203P00357000 2023-01-24 3:48PM EST 357.00 0.12 0.11 0.12 -0.01 -7.69% 6 629 32.37%
SPY230203P00358000 2023-01-24 1:23PM EST 358.00 0.13 0.11 0.12 0.00 - 10 1,466 31.69%
SPY230203P00359000 2023-01-24 3:35PM EST 359.00 0.14 0.12 0.13 0.00 - 3 1,798 31.35%
SPY230203P00360000 2023-01-24 4:07PM EST 360.00 0.13 0.13 0.14 -0.03 -18.75% 362 4,006 31.01%
